asciiname,latitude,longitude,admin1 code,timezone
Bethany Beach,38.53956,-75.05518,DE,America/New_York
Blades,38.63567,-75.60993,DE,America/New_York
Bridgeville,38.74261,-75.60437,DE,America/New_York
Brookside,39.66706,-75.72688,DE,America/New_York
Camden,39.11345,-75.54187,DE,America/New_York
Cheswold,39.21928,-75.58576,DE,America/New_York
Claymont,39.80067,-75.45964,DE,America/New_York
Clayton,39.29067,-75.63437,DE,America/New_York
Delaware City,39.57775,-75.58945,DE,America/New_York
Delmar,38.45651,-75.57715,DE,America/New_York
Dover,39.15817,-75.52437,DE,America/New_York
Edgemoor,39.75011,-75.49964,DE,America/New_York
Elsmere,39.73928,-75.59798,DE,America/New_York
Felton,39.00845,-75.57798,DE,America/New_York
Georgetown,38.69011,-75.38547,DE,America/New_York
Glasgow,39.60483,-75.74521,DE,America/New_York
Greenville,39.779,-75.59826,DE,America/New_York
Greenwood,38.80706,-75.59132,DE,America/New_York
Harrington,38.92372,-75.5777,DE,America/New_York
Highland Acres,39.12095,-75.52187,DE,America/New_York
Hockessin,39.78761,-75.6966,DE,America/New_York
Kent Acres,39.13178,-75.52492,DE,America/New_York
Laurel,38.5565,-75.57131,DE,America/New_York
Lewes,38.77456,-75.13935,DE,America/New_York
Long Neck,38.62011,-75.15074,DE,America/New_York
Middletown,39.44956,-75.71632,DE,America/New_York
Milford,38.91261,-75.42797,DE,America/New_York
Millsboro,38.5915,-75.2913,DE,America/New_York
Milton,38.77761,-75.30991,DE,America/New_York
New Castle,39.65948,-75.56359,DE,America/New_York
Newark,39.68372,-75.74966,DE,America/New_York
Newport,39.71372,-75.60937,DE,America/New_York
North Star,39.76122,-75.7191,DE,America/New_York
Pike Creek,39.73095,-75.7041,DE,America/New_York
Pike Creek Valley,39.73622,-75.69827,DE,America/New_York
Rehoboth Beach,38.72095,-75.07601,DE,America/New_York
Riverview,39.0265,-75.51076,DE,America/New_York
Rodney Village,39.13206,-75.53242,DE,America/New_York
Seaford,38.64123,-75.61104,DE,America/New_York
Selbyville,38.46039,-75.22074,DE,America/New_York
Smyrna,39.29983,-75.60465,DE,America/New_York
Townsend,39.39511,-75.6916,DE,America/New_York
Wilmington,39.74595,-75.54659,DE,America/New_York
Wilmington Manor,39.68678,-75.58437,DE,America/New_York
Wyoming,39.11817,-75.55881,DE,America/New_York
Aberdeen,26.55063,-80.14866,FL,America/New_York
Alachua,29.75163,-82.42483,FL,America/New_York
Allapattah,25.81454,-80.22394,FL,America/New_York
Altamonte Springs,28.66111,-81.36562,FL,America/New_York
Alturas,27.87169,-81.71508,FL,America/New_York
Alva,26.71562,-81.61008,FL,America/New_York
Andover,25.96843,-80.21283,FL,America/New_York
Anna Maria,27.53115,-82.73343,FL,America/New_York
Apalachicola,29.726,-84.9856,FL,America/New_York
Apollo Beach,27.77308,-82.40759,FL,America/New_York
Apopka,28.67617,-81.51186,FL,America/New_York
Arcadia,27.21588,-81.85842,FL,America/New_York
Archer,29.52997,-82.519,FL,America/New_York
Asbury Lake,30.04913,-81.82149,FL,America/New_York
Astatula,28.70972,-81.73285,FL,America/New_York
Astor,29.16248,-81.52535,FL,America/New_York
Atlantic Beach,30.33441,-81.3987,FL,America/New_York
Atlantis,26.5909,-80.10088,FL,America/New_York
Auburndale,28.0653,-81.78869,FL,America/New_York
Aventura,25.95648,-80.13921,FL,America/New_York
Avon Park,27.59587,-81.50619,FL,America/New_York
Azalea Park,28.54111,-81.30062,FL,America/New_York
Babson Park,27.83197,-81.5223,FL,America/New_York
Bagdad,30.5988,-87.03223,FL,America/Chicago
Bal Harbour,25.89176,-80.12699,FL,America/New_York
Baldwin,30.30274,-81.97539,FL,America/New_York
Balm,27.75947,-82.2612,FL,America/New_York
Bartow,27.89641,-81.84314,FL,America/New_York
Bay Harbor Islands,25.88759,-80.13116,FL,America/New_York
Bay Hill,28.46806,-81.51618,FL,America/New_York
Bay Pines,27.81419,-82.77816,FL,America/New_York
Bayonet Point,28.32667,-82.68343,FL,America/New_York
Bayshore Gardens,27.42532,-82.59038,FL,America/New_York
Beacon Square,28.20862,-82.75538,FL,America/New_York
Bee Ridge,27.28394,-82.48065,FL,America/New_York
Belle Glade,26.68451,-80.66756,FL,America/New_York
Belle Glade Camp,26.65757,-80.68284,FL,America/New_York
Belle Isle,28.45834,-81.35924,FL,America/New_York
Belleair,27.93585,-82.80621,FL,America/New_York
Belleair Beach,27.92308,-82.84316,FL,America/New_York
Belleair Bluffs,27.92141,-82.81705,FL,America/New_York
Belleview,29.05526,-82.06231,FL,America/New_York
Bellview,30.46159,-87.31497,FL,America/Chicago
Beverly Hills,28.91692,-82.45815,FL,America/New_York
Big Coppitt Key,24.59653,-81.66009,FL,America/New_York
Big Pine Key,24.66987,-81.35397,FL,America/New_York
Biscayne Park,25.8826,-80.1806,FL,America/New_York
Bithlo,28.55472,-81.10645,FL,America/New_York
Black Diamond,28.91248,-82.48593,FL,America/New_York
Bloomingdale,27.89364,-82.24037,FL,America/New_York
Blountstown,30.44379,-85.04744,FL,America/Chicago
Boca Del Mar,26.34508,-80.14671,FL,America/New_York
Boca Pointe,26.33313,-80.15949,FL,America/New_York
Boca Raton,26.35869,-80.0831,FL,America/New_York
Bokeelia,26.70563,-82.15898,FL,America/New_York
Bonifay,30.79186,-85.67965,FL,America/Chicago
Bonita Springs,26.33981,-81.7787,FL,America/New_York
Bowling Green,27.63837,-81.82397,FL,America/New_York
Boyette,27.81753,-82.22259,FL,America/New_York
Boynton Beach,26.52535,-80.06643,FL,America/New_York
Bradenton,27.49893,-82.57482,FL,America/New_York
Bradenton Beach,27.46761,-82.6983,FL,America/New_York
Brandon,27.9378,-82.28592,FL,America/New_York
Brent,30.46881,-87.23608,FL,America/Chicago
Bristol,30.43247,-84.97702,FL,America/New_York
Broadview Park,26.09953,-80.20866,FL,America/New_York
Bronson,29.44774,-82.64233,FL,America/New_York
Brookridge,28.5511,-82.49204,FL,America/New_York
Brooksville,28.55554,-82.38991,FL,America/New_York
Broward Estates,26.12564,-80.19338,FL,America/New_York
Brownsville,25.82176,-80.24116,FL,America/New_York
Buckhead Ridge,27.13033,-80.89367,FL,America/New_York
Buckingham,26.67507,-81.73203,FL,America/New_York
Buenaventura Lakes,28.33584,-81.35313,FL,America/New_York
Bunche Park,25.92065,-80.23699,FL,America/New_York
Bunnell,29.46609,-81.25784,FL,America/New_York
Burnt Store Marina,26.76507,-82.05092,FL,America/New_York
Bushnell,28.66499,-82.11286,FL,America/New_York
Butler Beach,29.7983,-81.26701,FL,America/New_York
Callahan,30.56218,-81.83066,FL,America/New_York
Callaway,30.15298,-85.56993,FL,America/Chicago
Campbell,28.2589,-81.45646,FL,America/New_York
Cantonment,30.60853,-87.33998,FL,America/Chicago
Cape Canaveral,28.40584,-80.60477,FL,America/New_York
Cape Coral,26.56285,-81.94953,FL,America/New_York
Carol City,25.94065,-80.2456,FL,America/New_York
Carrabelle,29.85326,-84.66435,FL,America/New_York
Carrollwood,28.05002,-82.49287,FL,America/New_York
Carrollwood Village,28.06752,-82.52093,FL,America/New_York
Carver Ranches,25.98842,-80.19227,FL,America/New_York
Casselberry,28.67778,-81.32785,FL,America/New_York
Cedar Grove,30.17103,-85.6252,FL,America/Chicago
Celebration,28.32529,-81.53313,FL,America/New_York
Center Hill,28.64999,-81.99258,FL,America/New_York
Century,30.97324,-87.26386,FL,America/Chicago
Charlotte Harbor,26.95839,-82.06703,FL,America/New_York
Charlotte Park,26.91006,-82.05398,FL,America/New_York
Chattahoochee,30.70546,-84.84574,FL,America/New_York
Cheval,28.14862,-82.51454,FL,America/New_York
Chiefland,29.47496,-82.85984,FL,America/New_York
Chipley,30.78186,-85.53854,FL,America/Chicago
Christmas,28.53639,-81.01756,FL,America/New_York
Chuluota,28.64194,-81.1234,FL,America/New_York
Citra,29.41192,-82.10982,FL,America/New_York
Citrus Hills,28.88831,-82.4326,FL,America/New_York
Citrus Park,28.07835,-82.56982,FL,America/New_York
Citrus Ridge,28.33385,-81.64232,FL,America/New_York
Citrus Springs,28.99748,-82.47065,FL,America/New_York
Clarcona,28.61278,-81.49868,FL,America/New_York
Clearwater,27.96585,-82.8001,FL,America/New_York
Clermont,28.54944,-81.77285,FL,America/New_York
Clewiston,26.75423,-80.93368,FL,America/New_York
Cleveland,26.96173,-81.98398,FL,America/New_York
Cocoa,28.38612,-80.742,FL,America/New_York
Cocoa Beach,28.32055,-80.60922,FL,America/New_York
Coconut Creek,26.25175,-80.17894,FL,America/New_York
Coconut Grove,25.7126,-80.25699,FL,America/New_York
Combee Settlement,28.05835,-81.90536,FL,America/New_York
Conway,28.50278,-81.33062,FL,America/New_York
Cooper City,26.05731,-80.27172,FL,America/New_York
Coral Gables,25.72149,-80.26838,FL,America/New_York
Coral Springs,26.27119,-80.2706,FL,America/New_York
Coral Terrace,25.74593,-80.3045,FL,America/New_York
Cortez,27.46921,-82.68621,FL,America/New_York
Country Walk,25.63399,-80.43228,FL,America/New_York
Country Club,25.94815,-80.317,FL,America/New_York
Crawfordville,30.17604,-84.37518,FL,America/New_York
Crescent City,29.43025,-81.51063,FL,America/New_York
Crestview,30.76213,-86.57051,FL,America/Chicago
Crooked Lake Park,27.82919,-81.58397,FL,America/New_York
Cross City,29.63465,-83.12694,FL,America/New_York
Crystal Lake,28.03558,-81.90841,FL,America/New_York
Crystal River,28.90248,-82.5926,FL,America/New_York
Crystal Springs,28.1814,-82.15758,FL,America/New_York
Cudjoe Key,24.67153,-81.49842,FL,America/New_York
Cutler,25.6151,-80.31061,FL,America/New_York
Cutler Ridge,25.58066,-80.34672,FL,America/New_York
Cypress Gardens,27.99391,-81.69008,FL,America/New_York
Cypress Lake,26.53813,-81.89925,FL,America/New_York
Cypress Quarters,27.25199,-80.81395,FL,America/New_York
Dade City,28.36472,-82.19592,FL,America/New_York
Dania Beach,26.05231,-80.14393,FL,America/New_York
Davenport,28.1614,-81.60174,FL,America/New_York
Davie,26.06287,-80.2331,FL,America/New_York
Daytona Beach,29.21081,-81.02283,FL,America/New_York
Daytona Beach Shores,29.17609,-80.98283,FL,America/New_York
DeFuniak Springs,30.72102,-86.11522,FL,America/Chicago
DeLand,29.02832,-81.30312,FL,America/New_York
De Leon Springs,29.11989,-81.35286,FL,America/New_York
DeBary,28.88305,-81.30868,FL,America/New_York
Deerfield Beach,26.31841,-80.09977,FL,America/New_York
Delray Beach,26.46146,-80.07282,FL,America/New_York
Deltona,28.90054,-81.26367,FL,America/New_York
Desoto Lakes,27.37143,-82.48982,FL,America/New_York
Destin,30.39353,-86.49578,FL,America/Chicago
Doctor Phillips,28.44945,-81.49229,FL,America/New_York
Doral,25.81954,-80.35533,FL,America/New_York
Dover,27.99419,-82.21953,FL,America/New_York
Dundee,28.02252,-81.61924,FL,America/New_York
Dunedin,28.0199,-82.77323,FL,America/New_York
Dunnellon,29.04914,-82.46093,FL,America/New_York
Eagle Lake,27.97836,-81.75647,FL,America/New_York
East Lake,28.11085,-82.69482,FL,America/New_York
East Milton,30.61519,-87.02163,FL,America/Chicago
East Naples,26.13842,-81.76648,FL,America/New_York
East Palatka,29.6583,-81.59841,FL,America/New_York
East Pensacola Heights,30.42881,-87.17997,FL,America/Chicago
East Perrine,25.60872,-80.33894,FL,America/New_York
Eastpoint,29.7366,-84.87852,FL,America/New_York
Eatonville,28.61472,-81.38062,FL,America/New_York
Edgewater,28.98888,-80.90228,FL,America/New_York
Edgewood,28.48612,-81.37229,FL,America/New_York
Eglin Village,30.46298,-86.5394,FL,America/Chicago
Egypt Lake-Leto,28.01769,-82.50619,FL,America/New_York
El Portal,25.85537,-80.1931,FL,America/New_York
Elfers,28.21668,-82.72232,FL,America/New_York
Ellenton,27.52171,-82.5276,FL,America/New_York
Englewood,26.96201,-82.3526,FL,America/New_York
Ensley,30.51881,-87.27275,FL,America/Chicago
Estero,26.43814,-81.80675,FL,America/New_York
Eustis,28.85277,-81.68535,FL,America/New_York
Fairview Shores,28.59111,-81.39424,FL,America/New_York
Feather Sound,27.90079,-82.67349,FL,America/New_York
Fellsmere,27.76781,-80.60144,FL,America/New_York
Fern Park,28.64916,-81.35118,FL,America/New_York
Fernandina Beach,30.66968,-81.46259,FL,America/New_York
Ferry Pass,30.5102,-87.21247,FL,America/Chicago
Fish Hawk,27.85058,-82.21092,FL,America/New_York
Five Points,30.20912,-82.63735,FL,America/New_York
Flagami,25.76232,-80.31616,FL,America/New_York
Flagler Beach,29.47498,-81.127,FL,America/New_York
Fleming Island,30.0933,-81.71898,FL,America/New_York
Floral City,28.74999,-82.29676,FL,America/New_York
Florida City,25.44789,-80.47922,FL,America/New_York
Florida Ridge,27.58031,-80.38672,FL,America/New_York
Forest City,28.66678,-81.44334,FL,America/New_York
Fort Lauderdale,26.12231,-80.14338,FL,America/New_York
Fort Meade,27.75225,-81.80175,FL,America/New_York
Fort Myers,26.62168,-81.84059,FL,America/New_York
Fort Myers Beach,26.45271,-81.95011,FL,America/New_York
Fort Myers Shores,26.70924,-81.74592,FL,America/New_York
Fort Pierce,27.44671,-80.32561,FL,America/New_York
Fort Walton Beach,30.42059,-86.61707,FL,America/Chicago
Fountainebleau,25.77288,-80.34783,FL,America/New_York
Freeport,30.49825,-86.13605,FL,America/Chicago
Frostproof,27.74586,-81.53063,FL,America/New_York
Fruit Cove,30.11107,-81.64176,FL,America/New_York
Fruitland Park,28.86138,-81.90647,FL,America/New_York
Fruitville,27.32977,-82.4576,FL,America/New_York
Fuller Heights,27.90919,-81.99814,FL,America/New_York
Fussels Corner,28.05419,-81.86064,FL,America/New_York
Gainesville,29.65163,-82.32483,FL,America/New_York
Gandy,27.8685,-82.61612,FL,America/New_York
Gateway,26.57757,-81.75036,FL,America/New_York
Geneva,28.73972,-81.11506,FL,America/New_York
Gibsonia,28.11474,-81.97369,FL,America/New_York
Gibsonton,27.85364,-82.38259,FL,America/New_York
Gifford,27.67531,-80.40922,FL,America/New_York
Gladeview,25.83926,-80.2356,FL,America/New_York
Glencoe,29.02582,-80.972,FL,America/New_York
Glenvar Heights,25.7076,-80.32561,FL,America/New_York
Golden Gate,26.18787,-81.69509,FL,America/New_York
Golden Glades,25.91176,-80.20033,FL,America/New_York
Goldenrod,28.61028,-81.28868,FL,America/New_York
Gonzalez,30.58158,-87.29136,FL,America/Chicago
Gotha,28.52778,-81.52313,FL,America/New_York
Goulding,30.44298,-87.22247,FL,America/Chicago
Goulds,25.56261,-80.38228,FL,America/New_York
Graceville,30.95685,-85.5166,FL,America/Chicago
Green Cove Springs,29.99191,-81.67815,FL,America/New_York
Greenacres City,26.62368,-80.12532,FL,America/New_York
Gretna,30.61714,-84.65991,FL,America/New_York
Grove City,26.91423,-82.32704,FL,America/New_York
Groveland,28.55805,-81.85119,FL,America/New_York
Gulf Breeze,30.35714,-87.16386,FL,America/Chicago
Gulf Gate Estates,27.25173,-82.51471,FL,America/New_York
Gulfport,27.74836,-82.70343,FL,America/New_York
Haines City,28.1145,-81.62009,FL,America/New_York
Hallandale Beach,25.9812,-80.14838,FL,America/New_York
Harbor Bluffs,27.90947,-82.8276,FL,America/New_York
Harbour Heights,26.99089,-82.00231,FL,America/New_York
Harlem,26.73757,-80.9509,FL,America/New_York
Harlem Heights,26.51619,-81.92787,FL,America/New_York
Havana,30.62381,-84.41463,FL,America/New_York
Haverhill,26.69118,-80.12004,FL,America/New_York
Hawthorne,29.59191,-82.08732,FL,America/New_York
Hawthorne,28.76138,-81.87091,FL,America/New_York
Heathrow,28.76333,-81.37225,FL,America/New_York
Hernando,28.89998,-82.37454,FL,America/New_York
Hernando Beach,28.46944,-82.65927,FL,America/New_York
Hialeah,25.8576,-80.27811,FL,America/New_York
Hialeah Gardens,25.8651,-80.3245,FL,America/New_York
High Springs,29.82691,-82.59678,FL,America/New_York
Highland Beach,26.39952,-80.0656,FL,America/New_York
Highland City,27.9653,-81.87786,FL,America/New_York
Hiland Park,30.20103,-85.62687,FL,America/Chicago
Hill 'n Dale,28.51972,-82.29926,FL,America/New_York
Hilliard,30.69107,-81.91733,FL,America/New_York
Hillsboro Beach,26.29397,-80.07893,FL,America/New_York
Hobe Sound,27.0595,-80.13643,FL,America/New_York
Holden Heights,28.49667,-81.38785,FL,America/New_York
Holiday,28.18779,-82.73955,FL,America/New_York
Holley,30.44686,-86.90691,FL,America/Chicago
Holly Hill,29.24359,-81.03756,FL,America/New_York
Hollywood,26.0112,-80.14949,FL,America/New_York
Holmes Beach,27.49532,-82.71093,FL,America/New_York
Homestead,25.46872,-80.47756,FL,America/New_York
Homosassa,28.78137,-82.6151,FL,America/New_York
Homosassa Springs,28.80359,-82.57593,FL,America/New_York
Howey-in-the-Hills,28.71694,-81.77341,FL,America/New_York
Hudson,28.36445,-82.69343,FL,America/New_York
Hunters Creek,28.36056,-81.42229,FL,America/New_York
Hypoluxo,26.56646,-80.05337,FL,America/New_York
Immokalee,26.41869,-81.4173,FL,America/New_York
Indialantic,28.08946,-80.56561,FL,America/New_York
Indian Harbour Beach,28.1489,-80.58839,FL,America/New_York
Indian River Estates,27.36449,-80.30977,FL,America/New_York
Indian River Shores,27.7167,-80.38422,FL,America/New_York
Indian Rocks Beach,27.8753,-82.85122,FL,America/New_York
Indian Shores,27.8628,-82.84844,FL,America/New_York
Indiantown,27.02728,-80.48561,FL,America/New_York
Inglis,29.03025,-82.66872,FL,America/New_York
Interlachen,29.62421,-81.89256,FL,America/New_York
Inverness,28.83582,-82.33037,FL,America/New_York
Inwood,28.03697,-81.76508,FL,America/New_York
Iona,26.52036,-81.96398,FL,America/New_York
Islamorada,24.9243,-80.62784,FL,America/New_York
Isle of Normandy,25.85287,-80.13505,FL,America/New_York
Ives Estates,25.96231,-80.17671,FL,America/New_York
Jacksonville,30.33218,-81.65565,FL,America/New_York
Jacksonville Beach,30.29469,-81.39314,FL,America/New_York
Jan-Phyl Village,28.01474,-81.77175,FL,America/New_York
Jasmine Estates,28.29306,-82.6901,FL,America/New_York
Jasper,30.51827,-82.94819,FL,America/New_York
Jensen Beach,27.25449,-80.22977,FL,America/New_York
June Park,28.07224,-80.68006,FL,America/New_York
Juno Beach,26.87978,-80.05337,FL,America/New_York
Jupiter,26.93422,-80.09421,FL,America/New_York
Kathleen,28.12085,-82.02314,FL,America/New_York
Kendale Lakes,25.70816,-80.407,FL,America/New_York
Kendall,25.67927,-80.31727,FL,America/New_York
Kendall Green,26.25397,-80.12393,FL,America/New_York
Kenneth City,27.81558,-82.7201,FL,America/New_York
Kensington Park,27.35949,-82.49649,FL,America/New_York
Key Biscayne,25.69371,-80.16282,FL,America/New_York
Key Largo,25.08652,-80.44728,FL,America/New_York
Key West,24.55524,-81.78163,FL,America/New_York
Keystone,28.15585,-82.62121,FL,America/New_York
Keystone Heights,29.78608,-82.03149,FL,America/New_York
Kings Point,26.44535,-80.13977,FL,America/New_York
Kissimmee,28.30468,-81.41667,FL,America/New_York
LaBelle,26.76173,-81.43841,FL,America/New_York
Lacoochee,28.46583,-82.17203,FL,America/New_York
Lady Lake,28.91749,-81.92286,FL,America/New_York
Laguna Beach,30.23965,-85.9241,FL,America/Chicago
Lake Alfred,28.09196,-81.72341,FL,America/New_York
Lake Belvedere Estates,26.68923,-80.13338,FL,America/New_York
Lake Butler,30.02274,-82.33956,FL,America/New_York
Lake Butler,28.50167,-81.54091,FL,America/New_York
Lake City,30.18968,-82.63929,FL,America/New_York
Lake Clarke Shores,26.64534,-80.07588,FL,America/New_York
Lake Forest,25.97759,-80.1831,FL,America/New_York
Lake Hamilton,28.04446,-81.62785,FL,America/New_York
Lake Helen,28.98082,-81.23339,FL,America/New_York
Lake Lorraine,30.44159,-86.56523,FL,America/Chicago
Lake Lucerne,25.96509,-80.24144,FL,America/New_York
Lake Magdalene,28.07418,-82.47176,FL,America/New_York
Lake Panasoffkee,28.777,-82.12,FL,America/New_York
Lake Park,26.80034,-80.06643,FL,America/New_York
Lake Placid,27.35197,-81.32631,FL,America/New_York
Lake Sarasota,27.29255,-82.4376,FL,America/New_York
Lake Mary,28.75888,-81.31784,FL,America/New_York
Lake Wales,27.90141,-81.58591,FL,America/New_York
Lake Worth Beach,26.61708,-80.07231,FL,America/New_York
Lake Worth Corridor,26.61649,-80.10102,FL,America/New_York
Lakeland,28.03947,-81.9498,FL,America/New_York
Lakeland Highlands,27.95975,-81.95008,FL,America/New_York
Lakes by the Bay,25.57233,-80.32533,FL,America/New_York
Lakeside,30.12996,-81.76815,FL,America/New_York
Lakewood Park,27.54309,-80.40227,FL,America/New_York
Land O' Lakes,28.2189,-82.45759,FL,America/New_York
Lantana,26.58674,-80.05199,FL,America/New_York
Largo,27.90979,-82.78842,FL,America/New_York
Lauderdale Lakes,26.16647,-80.20838,FL,America/New_York
Lauderdale-by-the-Sea,26.19203,-80.09643,FL,America/New_York
Lauderhill,26.14036,-80.21338,FL,America/New_York
Laurel,27.14378,-82.46158,FL,America/New_York
Lealman,27.82114,-82.67927,FL,America/New_York
Lecanto,28.85165,-82.4876,FL,America/New_York
Leesburg,28.81082,-81.87786,FL,America/New_York
Lehigh Acres,26.62535,-81.6248,FL,America/New_York
Leisure City,25.49539,-80.42922,FL,America/New_York
Lely,26.10065,-81.72842,FL,America/New_York
Lely Resort,26.08093,-81.69786,FL,America/New_York
Lighthouse Point,26.27564,-80.08727,FL,America/New_York
Limestone Creek,26.94284,-80.14115,FL,America/New_York
Live Oak,30.29495,-82.98402,FL,America/New_York
Lochmoor Waterway Estates,26.64424,-81.90981,FL,America/New_York
